Price,City,District,Neighborhood,Average Price,Listing Number,Listing Update Date,Category,Net Square Meters,Number of Rooms,Floor,Heating Type,Deposit,Number of Bathrooms,Listing Creation Date,Type,Kind,Gross Square Meters,Building Age,Number of Building Floors,Usage Status,Within Site,Price Status,Structure Status,Furnishing Status,Balcony Status,Building Type,Number of WCs,Swap,Bathroom Square Meters,Living Room Square Meters,WC Square Meters,Virtual Tour Available?,Maintenance Fee,Balcony Type,Number of Balconies,Balcony Square Meters
32000TL,İstanbul,Pendik,Kurtköy Mahallesi,25850.0,15778097,27 Ağustos 2024,Kiralık,85 m²,3+1,3.Kat,Merkezi (Pay Ölçer),,2,27 Ağustos 2024,Konut,Daire,110 m²,0 (Yeni),8,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Pendik,Kaynarca Mahallesi,17300.0,15778092,27 Ağustos 2024,Kiralık,87 m²,3+1,2.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,6,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Pendik,Orta Mahallesi,14960.0,15778084,27 Ağustos 2024,Kiralık,75 m²,2+1,5.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,85 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25500TL,İstanbul,Şişli,Mecidiyeköy Mahallesi,16730.0,15777876,27 Ağustos 2024,Kiralık,65 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,70 m²,4,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
35000TL,İstanbul,Kağıthane,Merkez Mahallesi,33100.0,15777873,27 Ağustos 2024,Kiralık,95 m²,2+1,4.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,100 m²,0 (Yeni),6,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
20000TL,İstanbul,Şişli,Esentepe Mahallesi,27115.0,15777872,27 Ağustos 2024,Kiralık,80 m²,2+1,Çatı Katı,Isıtma Yok,,1,27 Ağustos 2024,Konut,Daire,85 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
22000TL,İstanbul,Şişli,Kuştepe Mahallesi,11900.0,15777871,27 Ağustos 2024,Kiralık,40 m²,1+1,1.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,50 m²,11-15,3,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
25000TL,İstanbul,Şişli,Kuştepe Mahallesi,15470.0,15777869,27 Ağustos 2024,Kiralık,60 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,65 m²,5-10,4,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
15000TL,İstanbul,Kartal,Gümüşpınar Mahallesi,19400.0,15777467,27 Ağustos 2024,Kiralık,85 m²,2+1,1.Kat,Kombi Doğalgaz,15000 TL,1,27 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
17500TL,İstanbul,Ataşehir,Küçükbakkalköy Mahallesi,19695.0,15777428,27 Ağustos 2024,Kiralık,55 m²,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,17500 TL,1,27 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Yok,Betonarme,1,Yok,,,,Hayır,,,,
27500TL,İstanbul,Ataşehir,İçerenköy Mahallesi,27040.0,15777353,27 Ağustos 2024,Kiralık,110 m²,3+1,1.Kat,Kombi Doğalgaz,27500 TL,1,27 Ağustos 2024,Konut,Daire,130 m²,21 Ve Üzeri,6,Kiracı Oturuyor,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,Yok,,,,Hayır,,Açık Balkon,2,
21000TL,İstanbul,Çekmeköy,Kirazlıdere Mahallesi,17040.0,15776806,27 Ağustos 2024,Kiralık,75 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,80 m²,2,5,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
35000TL,İstanbul,Ataşehir,Küçükbakkalköy Mahallesi,36360.0,15776755,27 Ağustos 2024,Kiralık,100 m²,3+1,1.Kat,Kombi Doğalgaz,35000 TL,1,27 Ağustos 2024,Konut,Daire,120 m²,11-15,8,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Yok,Betonarme,1,Yok,,,,Hayır,,,,
26000TL,İstanbul,Şişli,Mecidiyeköy Mahallesi,13145.0,15776694,27 Ağustos 2024,Kiralık,50 m²,1+1,2.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,55 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
28000TL,İstanbul,Maltepe,Girne Mahallesi,21414.0,15776545,29 Ağustos 2024,Kiralık,73 m²,2+1,1.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,86 m²,0 (Yeni),6,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
23000TL,İstanbul,Üsküdar,Murat Reis Mahallesi,32200.0,15776180,30 Ağustos 2024,Kiralık,120 m²,3+1,Çatı Dubleks,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,140 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
43000TL,İstanbul,Kadıköy,19 Mayıs Mahallesi,39620.0,15775783,27 Ağustos 2024,Kiralık,110 m²,3+1,8.Kat,Merkezi (Pay Ölçer),,1,27 Ağustos 2024,Konut,Daire,140 m²,21 Ve Üzeri,15,Boş,Hayır,Genel Fiyat,,,,Betonarme,,Yok,,,,,750 TL,,,
32000TL,İstanbul,Üsküdar,İcadiye Mahallesi,30480.0,15775779,27 Ağustos 2024,Kiralık,100 m²,3+1,1.Kat,Kombi Doğalgaz,,2,27 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,,,,
22500TL,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,12800.0,15775722,29 Ağustos 2024,Kiralık,80 m²,2.5+1,Çatı Dubleks,Kombi Doğalgaz,25000 TL,2,27 Ağustos 2024,Konut,Daire,100 m²,4,4,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,2 m²,18 m²,1 m²,Hayır,100 TL," Açık Teras, Kapalı Balkon  ",2,15 m²
18000TL,İstanbul,Bahçelievler,Yenibosna Merkez Mahallesi,18408.0,15775602,29 Ağustos 2024,Kiralık,1 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,78 m²,4,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
17000TL,İstanbul,Sancaktepe,Yenidoğan Mahallesi,18840.0,15775517,30 Ağustos 2024,Kiralık,100 m²,2+1,2.Kat,Kombi Doğalgaz,17000 TL,1,27 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,Var,Betonarme,1,,,,,,,Açık Balkon,1,
37500TL,İstanbul,Gaziosmanpaşa,Karadeniz Mahallesi,37350.0,15775219,27 Ağustos 2024,Kiralık,98 m²,2+1,15.Kat,Merkezi (Pay Ölçer),,2,27 Ağustos 2024,Konut,Daire,150 m²,5-10,24,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
20000TL,İstanbul,Bayrampaşa,Yıldırım Mahallesi,20570.0,15775218,27 Ağustos 2024,Kiralık,100 m²,2+1,Çatı Katı,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,110 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Gaziosmanpaşa,Karadeniz Mahallesi,16932.0,15775206,27 Ağustos 2024,Kiralık,55 m²,1+1,5.Kat,Merkezi (Pay Ölçer),,1,27 Ağustos 2024,Konut,Daire,68 m²,5-10,24,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
70000TL,İstanbul,Gaziosmanpaşa,Karadeniz Mahallesi,59760.0,15775199,27 Ağustos 2024,Kiralık,136 m²,4+1,6.Kat,Merkezi (Pay Ölçer),,3,27 Ağustos 2024,Konut,Daire,240 m²,5-10,24,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
15000TL,İstanbul,Avcılar,Denizköşkler Mahallesi,14351.0,15774835,27 Ağustos 2024,Kiralık,105 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,127 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Tuzla,Mimar Sinan Mahallesi,17670.0,15774689,27 Ağustos 2024,Kiralık,85 m²,2+1,3.Kat,Kombi Doğalgaz,,2,27 Ağustos 2024,Konut,Daire,95 m²,11-15,11,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
17000TL,İstanbul,Tuzla,İçmeler Mahallesi,18080.0,15774305,27 Ağustos 2024,Kiralık,65 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,80 m²,5-10,3,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,350 TL,,,
27500TL,İstanbul,Adalar,Maden Mahallesi,19500.0,15774304,27 Ağustos 2024,Kiralık,50 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,,Betonarme,,Yok,,,,,50 TL,,,
28000TL,İstanbul,Üsküdar,Bulgurlu Mahallesi,22515.0,15774284,29 Ağustos 2024,Kiralık,70 m²,2+1,1.Kat,Kombi Doğalgaz,30000 TL,1,27 Ağustos 2024,Konut,Daire,95 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,,,,,,Evet,150 TL,,1,
15500TL,İstanbul,Bağcılar,Bağlar Mahallesi,10458.0,15774265,27 Ağustos 2024,Kiralık,28 m²,Stüdyo,7.Kat,Merkezi (Pay Ölçer),,1,27 Ağustos 2024,Konut,Daire,42 m²,5-10,18,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
23500TL,İstanbul,Bağcılar,Bağlar Mahallesi,16434.0,15774264,27 Ağustos 2024,Kiralık,40 m²,1+1,8.Kat,Merkezi (Pay Ölçer),,1,27 Ağustos 2024,Konut,Daire,66 m²,5-10,18,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
25000TL,İstanbul,Sancaktepe,Abdurrahmangazi Mahallesi,16310.0,15774227,27 Ağustos 2024,Kiralık,55 m²,1+1,6.Kat,Merkezi (Pay Ölçer),,1,27 Ağustos 2024,Konut,Daire,70 m²,2,12,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
30000TL,İstanbul,Beyoğlu,Örnektepe Mahallesi,24570.0,15774090,27 Ağustos 2024,Kiralık,120 m²,3+1,3.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,130 m²,11-15,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
17000TL,İstanbul,Beyoğlu,Camiikebir Mahallesi,16275.0,15774086,29 Ağustos 2024,Kiralık,70 m²,1+1,2.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
3450000TL,İstanbul,Kağıthane,Hamidiye Mahallesi,28288.0,15774026,27 Ağustos 2024,Kiralık,45 m²,1+1,9.Kat,Merkezi (Pay Ölçer),,1,27 Ağustos 2024,Konut,Residence,64 m²,5-10,11,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Kağıthane,Yeşilce Mahallesi,12760.0,15774025,27 Ağustos 2024,Kiralık,40 m²,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,55 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
10000TL,İstanbul,Avcılar,Cihangir Mahallesi,14100.0,15773989,27 Ağustos 2024,Kiralık,90 m²,2+1,Bahçe Katı,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
19000TL,İstanbul,Gaziosmanpaşa,Yenidoğan Mahallesi,14195.0,15773971,27 Ağustos 2024,Kiralık,80 m²,2+1,3.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Gaziosmanpaşa,Sarıgöl Mahallesi,25870.0,15773967,27 Ağustos 2024,Kiralık,125 m²,3+1,3.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,130 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
30000TL,İstanbul,Üsküdar,Barbaros Mahallesi,53460.0,15773945,27 Ağustos 2024,Kiralık,155 m²,4+1,1.Kat,Kombi Doğalgaz,,1,27 Ağustos 2024,Konut,Daire,180 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
13000TL,İstanbul,Şişli,Halide Edip Adıvar Mahallesi,17325.0,15773640,26 Ağustos 2024,Kiralık,70 m²,1.5+1,Kot 2 (-2).Kat,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,75 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Kağıthane,Çeliktepe Mahallesi,37350.0,15773639,26 Ağustos 2024,Kiralık,125 m²,2+1,4.Kat,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,150 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
23000TL,İstanbul,Kağıthane,Emniyet Evleri Mahallesi,25200.0,15773636,26 Ağustos 2024,Kiralık,80 m²,2+1,1.Kat,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,100 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
99000TL,İstanbul,Kağıthane,Hamidiye Mahallesi,82654.0,15773550,28 Ağustos 2024,Kiralık,145 m²,3+1,6.Kat,Merkezi (Pay Ölçer),,2,26 Ağustos 2024,Konut,Daire,187 m²,2,12,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
21000TL,İstanbul,Ümraniye,Armağanevler Mahallesi,19710.0,15773529,26 Ağustos 2024,Kiralık,80 m²,2+1,2.Kat,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,90 m²,16-20,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
16000TL,İstanbul,Ümraniye,Çakmak Mahallesi,16800.0,15773525,26 Ağustos 2024,Kiralık,70 m²,2+1,Bodrum Kat,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,80 m²,11-15,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
20500TL,İstanbul,Sancaktepe,Osmangazi Mahallesi,28380.0,15773374,26 Ağustos 2024,Kiralık,140 m²,3+1,1.Kat,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,165 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
31000TL,İstanbul,Ümraniye,Atakent Mahallesi,25000.0,15773274,26 Ağustos 2024,Kiralık,115 m²,3+1,3.Kat,Kombi Doğalgaz,31000 TL,1,26 Ağustos 2024,Konut,Daire,125 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,13 m²,34 m²,7 m²,Evet,250 TL,Kapalı Balkon,1,10 m²
36000TL,İstanbul,Sarıyer,Bahçeköy Merkez Mahallesi,34075.0,15773246,26 Ağustos 2024,Kiralık,140 m²,3+1,4.Kat,Kombi Doğalgaz,36000 TL,1,26 Ağustos 2024,Konut,Daire,145 m²,16-20,5,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,15 m²,42 m²,9 m²,Evet,250 TL,Açık Balkon,1,12 m²
30000TL,İstanbul,Sarıyer,Bahçeköy Yeni Mahallesi,31460.0,15773227,26 Ağustos 2024,Kiralık,125 m²,3+1,3.Kat,Kombi Doğalgaz,30000 TL,2,26 Ağustos 2024,Konut,Daire,130 m²,16-20,5,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,18 m²,30 m²,7 m²,Evet,200 TL," Açık Balkon, Kapalı Balkon  ",2,18 m²
20000TL,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi,19500.0,15772964,26 Ağustos 2024,Kiralık,129 m²,2+1,1.Kat,Kombi Doğalgaz,20000 TL,1,26 Ağustos 2024,Konut,Daire,130 m²,11-15,3,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,100 TL,,2,
12000TL,İstanbul,Eyüpsultan,Yeşilpınar Mahallesi,16240.0,15772948,26 Ağustos 2024,Kiralık,70 m²,1.5+1,Bahçe Katı,Isıtma Yok,,1,26 Ağustos 2024,Konut,Daire,80 m²,16-20,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
78000TL,İstanbul,Kadıköy,Göztepe Mahallesi,54360.0,15772938,26 Ağustos 2024,Kiralık,108 m²,3+1,1.Kat,Merkezi (Pay Ölçer),,2,26 Ağustos 2024,Konut,Daire,120 m²,5-10,13,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
37500arrow_downward%6TL,İstanbul,Ataşehir,Esatpaşa Mahallesi,28290.0,15772933,30 Ağustos 2024,Kiralık,85 m²,2+1,1.Kat,Merkezi (Pay Ölçer),,2,26 Ağustos 2024,Konut,Daire,115 m²,5-10,7,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
19000TL,İstanbul,Fatih,Şehremini Mahallesi,13425.0,15772932,26 Ağustos 2024,Kiralık,70 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
24500TL,İstanbul,Üsküdar,Barbaros Mahallesi,25245.0,15772931,26 Ağustos 2024,Kiralık,70 m²,2+1,Yüksek Giriş,Merkezi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,5,Kiracı Oturuyor,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
65000TL,İstanbul,Kadıköy,Kozyatağı Mahallesi,51200.0,15772922,26 Ağustos 2024,Kiralık,130 m²,3+1,1.Kat,Kombi Doğalgaz,,2,26 Ağustos 2024,Konut,Daire,160 m²,11-15,7,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
12000TL,İstanbul,Esenyurt,Güzelyurt Mahallesi,11040.0,15772843,29 Ağustos 2024,Kiralık,70 m²,2+1,Bahçe Katı,Kombi Doğalgaz,12000 TL,1,26 Ağustos 2024,Konut,Daire,80 m²,5-10,6,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Yok,Betonarme,2,Yok,,,,Hayır,,,,
30000TL,İstanbul,Ataşehir,İçerenköy Mahallesi,29120.0,15772828,26 Ağustos 2024,Kiralık,125 m²,3+1,1.Kat,Kombi Doğalgaz,30000 TL,1,26 Ağustos 2024,Konut,Daire,140 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,150 TL,,,
15000TL,İstanbul,Sancaktepe,Yenidoğan Mahallesi,14130.0,15772815,26 Ağustos 2024,Kiralık,75 m²,1+1,2.Kat,Kombi Doğalgaz,15000 TL,1,26 Ağustos 2024,Konut,Daire,90 m²,11-15,3,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,Açık Balkon,1,
19000TL,İstanbul,Küçükçekmece,İnönü Mahallesi,11600.0,15772785,30 Ağustos 2024,Kiralık,75 m²,2+1,1.Kat,Kombi Doğalgaz,,Yok,26 Ağustos 2024,Konut,Daire,80 m²,5-10,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
17000TL,İstanbul,Küçükçekmece,Kartaltepe Mahallesi,14800.0,15772727,30 Ağustos 2024,Kiralık,70 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,80 m²,16-20,5,Boş,Hayır,Genel Fiyat,,Eşyalı,Var,,,,,,,Evet,,,,
20000TL,İstanbul,Fatih,Topkapı Mahallesi,12610.0,15772725,26 Ağustos 2024,Kiralık,60 m²,1+1,1.Kat,Kombi Doğalgaz,20000 TL,1,26 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,3,Boş,Hayır,Birim Fiyat,,,Yok,,,,,,,,60 TL,,,
11000TL,İstanbul,Avcılar,Denizköşkler Mahallesi,10170.0,15772716,26 Ağustos 2024,Kiralık,80 m²,2+1,Bahçe Katı,Kombi Doğalgaz,11000 TL,1,26 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
10000TL,İstanbul,Avcılar,Denizköşkler Mahallesi,10170.0,15772696,26 Ağustos 2024,Kiralık,80 m²,2+1,Bahçe Katı,Isıtma Yok,10000 TL,1,26 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
18500TL,İstanbul,Küçükçekmece,Cennet Mahallesi,17400.0,15772687,29 Ağustos 2024,Kiralık,110 m²,3+1,5.Kat,Kombi Doğalgaz,,2,26 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,200 TL,,,
37500TL,İstanbul,Tuzla,Yayla Mahallesi,28280.0,15772669,26 Ağustos 2024,Kiralık,110 m²,3+1,1.Kat,Merkezi (Pay Ölçer),,1,26 Ağustos 2024,Konut,Daire,140 m²,5-10,7,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
35000TL,İstanbul,Tuzla,Yayla Mahallesi,23230.0,15772667,26 Ağustos 2024,Kiralık,98 m²,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,,2,26 Ağustos 2024,Konut,Daire,115 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
9000TL,İstanbul,Küçükçekmece,Gültepe Mahallesi,11690.0,15772666,30 Ağustos 2024,Kiralık,60 m²,1+1,3.Kat,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,Evet,,,1,
40000TL,İstanbul,Tuzla,Yayla Mahallesi,25250.0,15772661,26 Ağustos 2024,Kiralık,110 m²,3+1,1.Kat,Kombi Doğalgaz,,2,26 Ağustos 2024,Konut,Daire,125 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
35000TL,İstanbul,Tuzla,Aydınlı Mahallesi,22655.0,15772659,26 Ağustos 2024,Kiralık,100 m²,3+1,3.Kat,Merkezi (Pay Ölçer),,2,26 Ağustos 2024,Konut,Daire,115 m²,3,11,Mülk Sahibi Oturuyor,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
26000TL,İstanbul,Sancaktepe,Yenidoğan Mahallesi,23550.0,15772657,26 Ağustos 2024,Kiralık,130 m²,3+1,6.Kat,Kombi Doğalgaz,52000 TL,2,26 Ağustos 2024,Konut,Daire,150 m²,2,6,Kiracı Oturuyor,Hayır,Genel Fiyat,,,Var,,,,,,,,,Açık Balkon,1,
12000TL,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,10240.0,15772644,27 Ağustos 2024,Kiralık,75 m²,2+1,2.Kat,Kombi Doğalgaz,12000 TL,1,26 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,7,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Yok,Betonarme,,Yok,,,,Hayır,,,,
18000TL,İstanbul,Çekmeköy,Sultançiftliği Mahallesi,21100.0,15772620,26 Ağustos 2024,Kiralık,90 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,,2,26 Ağustos 2024,Konut,Daire,100 m²,5-10,5,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,100 TL,,,
34000TL,İstanbul,Çekmeköy,Sultançiftliği Mahallesi,32916.0,15772619,26 Ağustos 2024,Kiralık,135 m²,2+1,9.Kat,Merkezi (Pay Ölçer),,2,26 Ağustos 2024,Konut,Daire,156 m²,5-10,10,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,3320 TL,,,
14500TL,İstanbul,Esenyurt,Pınar Mahallesi,10500.0,15772603,29 Ağustos 2024,Kiralık,90 m²,2+1,3.Kat,Kombi Doğalgaz,14500 TL,1,26 Ağustos 2024,Konut,Daire,100 m²,5-10,12,Boş,Evet,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,,,,Hayır,,Açık Teras,1,
25000TL,İstanbul,Esenler,Kazım Karabekir Mahallesi,14670.0,15772588,27 Ağustos 2024,Kiralık,80 m²,2+1,4.Kat,Kombi Doğalgaz,25000 TL,1,26 Ağustos 2024,Konut,Daire,90 m²,5-10,12,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,,,,Evet,100 TL,,,
25000TL,İstanbul,Ataşehir,Küçükbakkalköy Mahallesi,12120.0,15772580,26 Ağustos 2024,Kiralık,29 m²,Stüdyo,5.Kat,Merkezi (Pay Ölçer),,1,26 Ağustos 2024,Konut,Daire,40 m²,5-10,30,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
21000TL,İstanbul,Sancaktepe,Abdurrahmangazi Mahallesi,20970.0,15772564,26 Ağustos 2024,Kiralık,80 m²,2+1,3.Kat,Kombi Doğalgaz,42000 TL,2,26 Ağustos 2024,Konut,Daire,90 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,Fransız Balkon,2,
21000TL,İstanbul,Sancaktepe,Eyüp Sultan Mahallesi,20100.0,15772551,26 Ağustos 2024,Kiralık,90 m²,2+1,5.Kat,Kombi Doğalgaz,,2,26 Ağustos 2024,Konut,Daire,100 m²,5-10,6,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Sancaktepe,Eyüp Sultan Mahallesi,18090.0,15772547,26 Ağustos 2024,Kiralık,80 m²,2+1,3.Kat,Kombi Doğalgaz,,1,26 Ağustos 2024,Konut,Daire,90 m²,11-15,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
